REACH_ID,LENGTH_M,AREA_SQKM,SPRAG14RCH,ACW,ACH
19882,29.11289,2.3395,12,3.80000000000,0.40000000000
19883,30.00939,2.3215,12,3.80000000000,0.40000000000
20168,32.14614,0.0892,12,3.80000000000,0.40000000000
20169,30.64721,0.0877,12,3.80000000000,0.40000000000
20582,30.17192,0.6458,10,4.00000000000,0.50000000000
20583,30.42281,0.6357,10,4.00000000000,0.50000000000
20584,30.14702,0.6295,10,4.00000000000,0.50000000000
20585,30.01070,0.6278,10,4.00000000000,0.50000000000
20586,29.26474,0.5662,10,4.00000000000,0.50000000000
20587,29.83663,0.5445,10,4.00000000000,0.50000000000
36398,30.03669,13.3336,20,4.10000000000,0.50000000000
36399,29.10485,13.3313,20,4.10000000000,0.50000000000
36400,30.99417,13.3261,20,4.10000000000,0.50000000000
36401,29.57398,13.3201,20,4.10000000000,0.50000000000
36402,30.16411,13.3094,20,4.10000000000,0.50000000000
36403,29.35546,13.3082,20,4.10000000000,0.50000000000
36404,28.85898,13.3060,20,4.10000000000,0.50000000000
36405,30.53591,13.2918,20,4.10000000000,0.50000000000
36406,29.84084,13.2829,20,4.10000000000,0.50000000000
36407,31.01082,13.2710,20,4.10000000000,0.50000000000
36408,30.30936,13.2640,20,4.10000000000,0.50000000000
36409,31.02172,13.2608,20,4.10000000000,0.50000000000
36410,29.86514,13.2569,20,4.10000000000,0.50000000000
36411,30.18957,13.2554,20,4.10000000000,0.50000000000
36412,29.39646,13.2467,20,4.10000000000,0.50000000000
36413,29.92909,13.2394,20,4.10000000000,0.50000000000
36414,29.75091,13.2291,20,4.10000000000,0.50000000000
36415,30.70542,13.2198,20,4.10000000000,0.50000000000
36416,30.92222,13.1953,20,4.10000000000,0.50000000000
36417,30.63526,13.1880,20,4.10000000000,0.50000000000
36418,30.88870,13.1813,20,4.10000000000,0.50000000000
36419,30.88029,13.1750,20,4.10000000000,0.50000000000
36420,29.14526,13.1455,20,4.10000000000,0.50000000000
36421,29.51377,13.1257,20,4.10000000000,0.50000000000
36422,30.51402,12.3887,20,4.10000000000,0.50000000000
36423,29.00210,12.3876,20,4.10000000000,0.50000000000
36424,30.86384,12.3865,20,4.10000000000,0.50000000000
36425,30.03389,12.3848,20,4.10000000000,0.50000000000
36426,30.74380,12.3835,20,4.10000000000,0.50000000000
36427,31.02483,12.3657,20,4.10000000000,0.50000000000
36428,30.98413,12.3598,20,4.10000000000,0.50000000000
36429,30.73911,12.3581,20,4.10000000000,0.50000000000
